img_id,scan_name,classname,gt_index,has_pred_bbox,spatial_zone
0,scene0500_01,table,0,True,3
0,scene0500_01,table,1,True,4
0,scene0500_01,chair,2,True,3
0,scene0500_01,chair,3,True,3
0,scene0500_01,chair,4,True,4
0,scene0500_01,chair,5,True,4
0,scene0500_01,chair,6,True,4
0,scene0500_01,chair,7,True,3
0,scene0500_01,chair,8,True,3
0,scene0500_01,chair,9,True,4
0,scene0500_01,chair,10,True,3
0,scene0500_01,chair,11,True,3
0,scene0500_01,chair,12,True,3
0,scene0500_01,chair,13,True,4
0,scene0500_01,chair,14,True,4
0,scene0500_01,chair,15,True,3
0,scene0500_01,chair,16,True,4
0,scene0500_01,chair,17,True,3
0,scene0500_01,chair,18,True,3
0,scene0500_01,chair,19,True,3
0,scene0500_01,chair,20,True,3
0,scene0500_01,chair,21,True,3
0,scene0500_01,chair,22,True,3
0,scene0500_01,chair,23,False,3
0,scene0500_01,chair,24,True,3
0,scene0500_01,chair,25,True,3
0,scene0500_01,chair,26,True,3
0,scene0500_01,chair,27,True,3
0,scene0500_01,chair,28,True,3
0,scene0500_01,chair,29,True,3
0,scene0500_01,chair,30,True,3
0,scene0500_01,chair,31,True,3
0,scene0500_01,chair,32,False,3
0,scene0500_01,otherfurniture,33,True,3
0,scene0500_01,otherfurniture,34,False,3
0,scene0500_01,cabinet,35,False,3
0,scene0500_01,cabinet,36,False,3
0,scene0500_01,window,37,True,3
0,scene0500_01,window,38,False,4
0,scene0500_01,window,39,False,4
0,scene0500_01,window,40,False,4
0,scene0500_01,window,41,False,4
1,scene0064_01,bookshelf,0,True,4
1,scene0064_01,bookshelf,1,True,4
1,scene0064_01,table,2,True,4
1,scene0064_01,table,3,True,3
1,scene0064_01,chair,4,True,3
1,scene0064_01,chair,5,True,3
1,scene0064_01,chair,6,True,2
1,scene0064_01,chair,7,True,3
1,scene0064_01,door,8,True,4
2,scene0655_01,chair,0,True,2
2,scene0655_01,chair,1,True,3
2,scene0655_01,chair,2,True,2
2,scene0655_01,chair,3,True,4
2,scene0655_01,chair,4,True,3
2,scene0655_01,chair,5,True,2
2,scene0655_01,chair,6,True,3
2,scene0655_01,chair,7,True,4
2,scene0655_01,chair,8,True,4
2,scene0655_01,chair,9,True,2
2,scene0655_01,chair,10,True,4
2,scene0655_01,chair,11,True,3
2,scene0655_01,chair,12,True,4
2,scene0655_01,chair,13,True,3
2,scene0655_01,chair,14,True,3
2,scene0655_01,chair,15,True,2
2,scene0655_01,chair,16,True,4
2,scene0655_01,table,17,True,4
3,scene0256_02,otherfurniture,0,False,4
3,scene0256_02,otherfurniture,1,False,4
3,scene0256_02,otherfurniture,2,False,4
3,scene0256_02,curtain,3,False,3
3,scene0256_02,curtain,4,False,3
3,scene0256_02,curtain,5,False,2
3,scene0256_02,bed,6,True,4
3,scene0256_02,cabinet,7,True,3
3,scene0256_02,picture,8,False,4
4,scene0256_00,table,0,True,3
4,scene0256_00,curtain,1,True,4
4,scene0256_00,curtain,2,True,3
4,scene0256_00,chair,3,True,4
4,scene0256_00,otherfurniture,4,False,4
4,scene0256_00,otherfurniture,5,False,4
5,scene0474_05,chair,0,True,3
5,scene0474_05,chair,1,True,3
5,scene0474_05,chair,2,True,3
5,scene0474_05,sofa,3,True,3
5,scene0474_05,bookshelf,4,True,4
5,scene0474_05,desk,5,True,3
5,scene0474_05,door,6,True,4
5,scene0474_05,cabinet,7,False,4
5,scene0474_05,cabinet,8,True,4
5,scene0474_05,otherfurniture,9,True,4
5,scene0474_05,window,10,True,3
5,scene0474_05,window,11,True,4
6,scene0474_03,chair,0,True,3
6,scene0474_03,chair,1,True,3
6,scene0474_03,chair,2,True,4
6,scene0474_03,bookshelf,3,False,4
6,scene0474_03,sofa,4,True,3
6,scene0474_03,window,5,True,4
6,scene0474_03,window,6,False,4
6,scene0474_03,otherfurniture,7,True,3
6,scene0474_03,cabinet,8,False,3
6,scene0474_03,cabinet,9,False,3
6,scene0474_03,door,10,False,3
6,scene0474_03,door,11,True,3
6,scene0474_03,desk,12,True,3
6,scene0474_03,desk,13,True,3
7,scene0462_00,cabinet,0,True,3
7,scene0462_00,door,1,True,4
7,scene0462_00,door,2,True,4
7,scene0462_00,door,3,False,4
7,scene0462_00,refrigerator,4,True,3
7,scene0462_00,otherfurniture,5,True,3
7,scene0462_00,otherfurniture,6,True,4
8,scene0606_02,chair,0,True,3
8,scene0606_02,chair,1,True,3
8,scene0606_02,chair,2,True,3
8,scene0606_02,chair,3,True,3
8,scene0606_02,chair,4,True,3
8,scene0606_02,chair,5,False,4
8,scene0606_02,table,6,True,4
8,scene0606_02,table,7,False,4
8,scene0606_02,window,8,True,4
8,scene0606_02,cabinet,9,True,4
8,scene0606_02,picture,10,False,4
8,scene0606_02,door,11,True,3
8,scene0606_02,counter,12,True,3
9,scene0025_02,sofa,0,True,4
9,scene0025_02,sofa,1,True,4
9,scene0025_02,door,2,True,3
9,scene0025_02,desk,3,True,3
9,scene0025_02,desk,4,True,4
9,scene0025_02,cabinet,5,True,3
9,scene0025_02,cabinet,6,False,4
9,scene0025_02,cabinet,7,True,4
9,scene0025_02,cabinet,8,False,4
9,scene0025_02,chair,9,True,4
9,scene0025_02,chair,10,True,4
9,scene0025_02,window,11,False,4
9,scene0025_02,window,12,True,3
10,scene0664_02,door,0,True,3
10,scene0664_02,door,1,True,1
10,scene0664_02,sink,2,True,4
10,scene0664_02,bathtub,3,True,1
10,scene0664_02,counter,4,True,3
10,scene0664_02,toilet,5,True,4
10,scene0664_02,otherfurniture,6,True,4
10,scene0664_02,picture,7,True,3
10,scene0664_02,showercurtain,8,True,3
11,scene0663_01,desk,0,True,3
11,scene0663_01,desk,1,True,3
11,scene0663_01,chair,2,True,3
11,scene0663_01,chair,3,True,4
11,scene0663_01,chair,4,True,4
11,scene0663_01,cabinet,5,True,4
11,scene0663_01,cabinet,6,False,3
11,scene0663_01,cabinet,7,False,4
11,scene0663_01,door,8,True,4
11,scene0663_01,window,9,False,4
11,scene0663_01,window,10,True,3
11,scene0663_01,otherfurniture,11,True,4
11,scene0663_01,otherfurniture,12,True,3
12,scene0689_00,window,0,False,3
12,scene0689_00,window,1,False,4
12,scene0689_00,door,2,True,3
12,scene0689_00,table,3,True,3
12,scene0689_00,chair,4,True,2
12,scene0689_00,chair,5,True,3
12,scene0689_00,chair,6,True,3
12,scene0689_00,chair,7,True,2
12,scene0689_00,chair,8,True,2
12,scene0689_00,chair,9,True,1
12,scene0689_00,chair,10,True,2
12,scene0689_00,chair,11,True,4
12,scene0689_00,otherfurniture,12,True,4
13,scene0351_01,door,0,True,3
13,scene0351_01,chair,1,True,3
13,scene0351_01,chair,2,True,3
13,scene0351_01,chair,3,True,3
13,scene0351_01,chair,4,True,3
13,scene0351_01,window,5,True,4
13,scene0351_01,cabinet,6,True,4
13,scene0351_01,cabinet,7,False,3
13,scene0351_01,desk,8,True,4
13,scene0351_01,desk,9,True,3
13,scene0351_01,otherfurniture,10,True,4
13,scene0351_01,otherfurniture,11,True,4
14,scene0558_00,chair,0,True,2
14,scene0558_00,chair,1,True,4
14,scene0558_00,chair,2,True,1
14,scene0558_00,bookshelf,3,False,4
14,scene0558_00,bookshelf,4,True,3
14,scene0558_00,table,5,True,2
14,scene0558_00,sofa,6,False,4
14,scene0558_00,window,7,False,4
14,scene0558_00,window,8,False,4
14,scene0558_00,window,9,False,4
14,scene0558_00,window,10,False,4
14,scene0558_00,window,11,False,4
14,scene0558_00,window,12,False,4
14,scene0558_00,window,13,False,4
15,scene0377_01,chair,0,True,4
15,scene0377_01,window,1,True,4
15,scene0377_01,otherfurniture,2,True,4
16,scene0153_00,sink,0,True,4
16,scene0153_00,cabinet,1,True,3
16,scene0153_00,cabinet,2,False,3
16,scene0153_00,showercurtain,3,True,4
16,scene0153_00,door,4,True,3
16,scene0153_00,toilet,5,True,4
16,scene0153_00,bathtub,6,True,4
17,scene0426_01,door,0,True,4
17,scene0426_01,door,1,True,3
17,scene0426_01,chair,2,True,3
17,scene0426_01,chair,3,True,4
17,scene0426_01,chair,4,True,4
17,scene0426_01,desk,5,True,3
17,scene0426_01,window,6,False,3
17,scene0426_01,otherfurniture,7,False,3
17,scene0426_01,otherfurniture,8,False,4
17,scene0426_01,bed,9,True,4
18,scene0549_00,sofa,0,True,4
18,scene0549_00,sofa,1,True,2
18,scene0549_00,table,2,True,3
18,scene0549_00,table,3,True,3
18,scene0549_00,table,4,True,2
18,scene0549_00,table,5,True,2
18,scene0549_00,table,6,True,4
18,scene0549_00,table,7,False,4
18,scene0549_00,table,8,True,3
18,scene0549_00,chair,9,True,3
18,scene0549_00,chair,10,True,2
18,scene0549_00,chair,11,True,3
18,scene0549_00,chair,12,True,3
18,scene0549_00,door,13,False,2
18,scene0549_00,door,14,True,4
18,scene0549_00,door,15,False,4
18,scene0549_00,window,16,True,4
18,scene0549_00,window,17,False,4
19,scene0412_00,otherfurniture,0,True,3
19,scene0412_00,otherfurniture,1,False,3
19,scene0412_00,otherfurniture,2,True,3
19,scene0412_00,otherfurniture,3,False,4
19,scene0412_00,otherfurniture,4,True,4
19,scene0412_00,otherfurniture,5,False,4
19,scene0412_00,otherfurniture,6,True,3
19,scene0412_00,otherfurniture,7,True,3
19,scene0412_00,otherfurniture,8,False,3
19,scene0412_00,table,9,False,3
19,scene0412_00,table,10,False,3
19,scene0412_00,table,11,False,4
19,scene0412_00,table,12,False,4
19,scene0412_00,table,13,False,3
19,scene0412_00,door,14,True,3
19,scene0412_00,door,15,True,3
19,scene0412_00,door,16,True,2
19,scene0412_00,sink,17,False,2
20,scene0558_01,table,0,True,3
20,scene0558_01,bookshelf,1,False,2
20,scene0558_01,bookshelf,2,True,3
20,scene0558_01,chair,3,True,3
20,scene0558_01,chair,4,True,2
20,scene0558_01,chair,5,True,3
20,scene0558_01,window,6,False,4
20,scene0558_01,window,7,False,4
20,scene0558_01,window,8,False,4
20,scene0558_01,window,9,False,4
20,scene0558_01,window,10,False,4
20,scene0558_01,window,11,False,4
20,scene0558_01,window,12,False,4
21,scene0430_00,chair,0,True,4
21,scene0430_00,chair,1,True,4
21,scene0430_00,chair,2,True,3
21,scene0430_00,chair,3,True,3
21,scene0430_00,chair,4,True,3
21,scene0430_00,chair,5,True,4
21,scene0430_00,chair,6,True,3
21,scene0430_00,chair,7,True,3
21,scene0430_00,chair,8,True,4
21,scene0430_00,chair,9,True,2
21,scene0430_00,chair,10,True,3
21,scene0430_00,chair,11,True,4
21,scene0430_00,chair,12,True,3
21,scene0430_00,chair,13,True,3
21,scene0430_00,chair,14,True,3
21,scene0430_00,chair,15,True,3
21,scene0430_00,chair,16,True,4
21,scene0430_00,chair,17,True,4
21,scene0430_00,chair,18,False,4
21,scene0430_00,table,19,True,3
21,scene0430_00,door,20,False,4
21,scene0430_00,window,21,True,4
22,scene0164_03,counter,0,True,2
22,scene0164_03,cabinet,1,False,3
22,scene0164_03,cabinet,2,True,3
22,scene0164_03,cabinet,3,True,4
22,scene0164_03,door,4,True,4
22,scene0164_03,picture,5,False,4
22,scene0164_03,refrigerator,6,True,3
23,scene0593_01,door,0,True,4
